000106b_,1,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
000106b_,2,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5, C_M
000106b_,3,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,2, C_M
000106b_,4,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
000106b_,5,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2, F_M
000106b_,6, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,4, D_m
000106b_,7, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,2, D_m
000106b_,8,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3, F_M
000106b_,9,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,2, F_M
000106b_,10, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,5, BbM
000106b_,11, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,1, BbM
000106b_,12,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO,C,2, BbM
000106b_,13,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,C,1, BbM
000106b_,14, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,D,3, BbM
000106b_,15, NO, NO,YES, NO,YES,YES, NO,YES, NO, NO,YES, NO,E,2, BbM
000106b_,16,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4, F_M
000106b_,17,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
000106b_,18, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,5, BbM
000106b_,19, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,Bb,2, BbM
000106b_,20, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO,Bb,1, BbM
000106b_,21, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES,YES, NO,A,3, C_M7
000106b_,22,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,G,2, C_M7
000106b_,23, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,G,1, C_M7
000106b_,24,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,4, F_M
000106b_,25, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,B,2, F_M
000106b_,26,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
000106b_,27,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2, C_M
000106b_,28,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,5, D_m7
000106b_,29, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES, NO,YES,F,2, D_m7
000106b_,30, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,1, D_m7
000106b_,31, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
000106b_,32,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
000106b_,33,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
000106b_,34, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2, F_M
000106b_,35, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,5, BbM
000106b_,36, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,Bb,2, BbM
000106b_,37,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,3, A_m
000106b_,38,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C,2, A_m
000106b_,39, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO,D,4, C_M7
000106b_,40,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,E,2, C_M7
000106b_,41,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
000106b_,42,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2, F_M
000106b_,43,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,C,5, C_M4
000106b_,44,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO,C,2, C_M4
000106b_,45,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO,C,1, C_M4
000106b_,46,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,3, C_M7
000106b_,47,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,2, C_M7
000106b_,48,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,1, C_M7
000106b_,49,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4, F_M
000106b_,50,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
000106b_,51,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5, C_M
000106b_,52,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,2, C_M
000106b_,53,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
000106b_,54,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2, F_M
000106b_,55, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,4, D_m
000106b_,56, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,2, D_m
000106b_,57,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3, F_M
